"image","cafeName","cafeAddress","rating","PRICE_RANGE","CUISINES","Special_Diets","Meals","FEATURES"
"https://media-cdn.tripadvisor.com/media/photo-s/1c/3c/28/d8/tahu.jpg","VIEN'S Selat Segar & Sup Matahari","Jl. Hasanudin Srambatan, Solo 57132 Indonesia","4.0 ","","Asian, Indonesian","Halal","Breakfast, Lunch, Brunch","Delivery, Parking Available, Street Parking, Cash Only, Takeout, Seating"
"","Mie Pancoran & Sate Kambing/Babi Guci - CLOSED","Jl. Gang Pinggir 33, Semarang 50127 Indonesia","3.5 ","","Asian, Indonesian","","",""
"","Tanaku Kopi","Jl. Yosodipuro No.11 Ketelan, Kec. Banjarsari, Solo 57131 Indonesia","","$1 - $2","Asian, Indonesian","","",""
"","Kedai Fresh Steak & Shake","Jl. Mgr. Sugiyo Pranoto Pedak, Bantul 55711 Indonesia","4.0 ","","","","Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/1a/d2/97/8b/getlstd-property-photo.jpg","Pine Resto & Cafe","Jl. Grojogan Sewu Pintu II Nava Hotel, Tawangmangu 57792 Indonesia","3.5 ","$4 - $23","French, Chinese, Japanese, American, Asian, Indonesian","","Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-p/0b/ec/c5/50/steak-ayam-krispi-steak.jpg","Bima Restaurant & Ice Cream","Jl. Brigjen Slamet Ritadi No. 128, Solo Indonesia","4.0 ","","Asian, Indonesian","","",""
"","Eat & Meet Restaurant Jepara","Jl. Lucca No.1, RT.08/RW03, Rw. III, Bandengan, Kec. Jepara, Jepara Indonesia","","","European, Central European","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/16/8c/f6/c1/20190222-122528-largejpg","Shabu Zen","Jln. Tri Lomba Juang no 16A, Semarang 50243 Indonesia","4.0 ","","Japanese, Sushi, Asian","","Lunch, Dinner","Takeout, Reservations, Seating, Serves Alcohol, Table Service"
"","Selera Kuring","Jl. Soekarno Hatta no. 5, Magelang Indonesia","3.5 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-p/07/06/c7/42/getlstd-property-photo.jpg","mazzio Polariz Coffee","Jln. Dr Wahidin No 91, Semarang 50253 Indonesia","4.0 ","","Cafe","","",""
"https://media-cdn.tripadvisor.com/media/photo-p/25/35/54/12/beberapa-foto-makanan.jpg","Kobam Creative Space & Eatery","Jl. Raya Solo No.Raya, Dusun 1 Madegondo, Sukoharjo 57552 Indonesia","5.0 ","$1 - $11","Chinese, Southwestern, Asian","","Dinner, Drinks",""
"https://media-cdn.tripadvisor.com/media/photo-s/0b/25/02/b2/soto-giri-tirto-ice-kopyor.jpg","Soto & Es Kopyor Giri Tirto","Jln. S. Parman sebapang no 16 Sewon Bantul, Bantul 55711 Indonesia","4.0 ","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1c/3e/af/c2/mix-platter-with-spicy.jpg","Galeri Cafe & Toys Gallery","Jalan Ikhlas Ruko B1, Magelang 56126 Indonesia","","$1 - $2","European, Asian","","Lunch, Dinner, Drinks","Reservations, Parking Available, Highchairs Available, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants"
"","Omah Wins Coffee - Sleman","Jl. Kebon Agung, Area Sawah Tlogoadi, Sleman 55286 Indonesia","","$1 - $2","Asian, Indonesian","","",""
"","Eat & Meet Restaurant Jepara","Jl. Lucca No.1, RT.08/RW03, Rw. III, Bandengan, Kec. Jepara, Jepara Indonesia","","","European, Central European","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/14/a2/0e/1b/nasi-goreng-babat-p-karmin.jpg","Nasi Goreng Babat P Karmin","Jl. Pemuda, Semarang Indonesia","4.0 ","","Asian, Indonesian","Halal","Lunch, Dinner","Takeout, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/14/78/ff/8f/img-20180905-134437-644.jpg","Sate Kambing dan Sate Buntel  Pak H. Kasdi","Jl. Monginsidi, Solo Indonesia","4.5 ","","Indonesian, Asian","Halal","Lunch, Brunch, Dinner","Takeout, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/23/c5/3b/21/logo.jpg","Layang Layang Kitchen & Rooftop Bar","Jl. B. Jaya No.16, Ngesrep, Kec. Banyumanik, Semarang 50261 Indonesia","4.5 ","","Asian, Indonesian, Central Asian","","Lunch, Dinner, Brunch, Late Night, Drinks","Accepts Credit Cards, Table Service, Reservations"
"https://media-cdn.tripadvisor.com/media/photo-s/22/6d/89/2a/family-dinner.jpg","Kopi Nostalgia Coffee & Resto","Jl. Gereja No.2, Kebumen 54312 Indonesia","5.0 ","","","","Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/0b/f9/31/56/photo1jpg","Nasi Pecel Yu Sri","Simpang Lima, Semarang 50127 Indonesia","4.0 ","","","","Dinner","Takeout"
